drug_id,drug_name,category,form,strength,ndc,lot_number,manufacturer,location,quantity,daily_usage,reorder_point,reorder_quantity,cost_per_unit,total_value,expiration_date,expiry_ns,days_until_expiry,days_of_supply,below_reorder,expired
RX08684,Fentanyl 80mg,Analgesic,Oral Solution,10mg/mL,15126-535-96,LOT513826,AbbVie,ICU Satellite,2177,216,1080,3024,8.32,18112.64,2026-07-07,1783443411018893236,74,10,False,False
RX08685,Ketorolac 80mg,Analgesic,IV Bag,40mg,80170-885-51,LOT539124,Bristol-Myers Squibb,ER Satellite,172,7,77,98,2.93,503.96,2026-04-05,1775408211018893236,-19,24,False,True
RX08686,Ibuprofen 80mg,Analgesic,Patch,80mg,86218-199-90,LOT622082,Novartis,OR Satellite,385,153,765,2142,0.3,115.5,2028-03-20,1837184211018893236,696,2,True,False
RX08687,Acetaminophen 80mg,Analgesic,Inhaler,200mg,28445-382-29,LOT165035,Roche,Oncology Satellite,519,15,165,210,0.19,98.61,2026-03-21,1774112211018893236,-34,34,False,True
RX08688,Naloxone 80mg,Emergency,Suspension,400mg,68284-992-69,LOT252971,Sanofi,Pediatrics Satellite,962,124,372,1736,92.99,89456.38,2028-04-21,1839949011018893236,728,7,False,False
RX08689,Epinephrine 80mg,Emergency,Tablet,25mg,91170-422-76,LOT830249,GlaxoSmithKline,Pharmacy Main,867,40,360,560,29.67,25723.89,2027-06-08,1812473811018893236,410,21,False,False
RX08690,Atropine 80mg,Emergency,Capsule,50mg,14692-145-77,LOT489644,AstraZeneca,ICU Satellite,508,247,988,3458,11.49,5836.92,2028-04-02,1838307411018893236,709,2,True,False
RX08691,Adenosine 80mg,Emergency,Injection,100mg,48169-806-59,LOT467157,Eli Lilly,ER Satellite,2642,203,1421,2842,12.36,32655.12,2027-10-20,1824051411018893236,544,13,False,False
RX08692,Amiodarone 80mg,Cardiac,Oral Solution,250mg,28740-551-18,LOT854448,Amgen,OR Satellite,508,19,228,266,38.69,19654.52,2026-08-29,1788022611018893236,127,26,False,False
RX08693,Digoxin 80mg,Cardiac,IV Bag,500mg,77269-529-70,LOT163047,Gilead Sciences,Oncology Satellite,580,156,1404,2184,2.67,1548.6,2026-06-12,1781283411018893236,49,3,True,False
RX08694,Furosemide 80mg,Cardiac,Patch,1000mg,72202-243-13,LOT170986,Baxter,Pediatrics Satellite,3525,172,1892,2408,1.04,3666.0,2026-11-11,1794416211018893236,201,20,False,False
RX08695,Warfarin 80mg,Anticoagulant,Inhaler,5mg/mL,44028-573-20,LOT358420,Fresenius Kabi,Pharmacy Main,2091,199,2189,2786,1.33,2781.03,2028-01-06,1830790611018893236,622,10,True,False
RX08696,Heparin 80mg,Anticoagulant,Suspension,10mg/mL,63483-313-42,LOT681310,Hospira,ICU Satellite,333,58,638,812,11.11,3699.63,2026-06-11,1781197011018893236,48,5,True,False
RX08697,Enoxaparin 80mg,Anticoagulant,Tablet,40mg,99162-347-59,LOT250582,Mylan,ER Satellite,467,227,681,3178,9.14,4268.38,2028-07-20,1847725011018893236,818,2,True,False
RX08698,Clopidogrel 80mg,Anticoagulant,Capsule,80mg,42211-865-92,LOT862837,Teva,OR Satellite,3202,97,1164,1358,4.27,13672.54,2026-07-05,1783270611018893236,72,33,False,False
RX08699,Apixaban 80mg,Anticoagulant,Injection,200mg,20522-651-73,LOT826545,Sandoz,Oncology Satellite,31,156,1248,2184,37.58,1164.98,2027-09-30,1822323411018893236,524,0,True,False
RX08700,Levothyroxine 80mg,Hormone,Oral Solution,400mg,59539-194-13,LOT980101,Hikma,Pediatrics Satellite,577,99,297,1386,1.11,640.47,2026-12-22,1797958611018893236,242,5,False,False
RX08701,Prednisone 80mg,Steroid,IV Bag,25mg,18530-686-54,LOT879409,Pfizer,Pharmacy Main,55,18,234,252,0.85,46.75,2028-09-28,1853773011018893236,888,3,True,False
RX08702,Methylprednisolone 80mg,Steroid,Patch,50mg,36568-832-29,LOT701806,Johnson & Johnson,ICU Satellite,811,131,1179,1834,7.06,5725.66,2026-06-11,1781197011018893236,48,6,True,False
RX08703,Dexamethasone 80mg,Steroid,Inhaler,100mg,60450-892-24,LOT413460,Merck,ER Satellite,3530,180,1440,2520,4.99,17614.7,2026-09-23,1790182611018893236,152,19,False,False
RX08704,Albuterol 80mg,Pulmonary,Suspension,250mg,72859-672-56,LOT159687,AbbVie,OR Satellite,343,93,372,1302,1.17,401.31,2027-09-27,1822064211018893236,521,3,True,False
RX08705,Ipratropium 80mg,Pulmonary,Tablet,500mg,60434-761-19,LOT285391,Bristol-Myers Squibb,Oncology Satellite,3800,247,1729,3458,6.05,22990.0,2028-04-18,1839689811018893236,725,15,False,False
RX08706,Budesonide 80mg,Pulmonary,Capsule,1000mg,60750-996-22,LOT651125,Novartis,Pediatrics Satellite,291,88,440,1232,14.23,4140.93,2028-04-24,1840208211018893236,731,3,True,False
RX08707,Sertraline 80mg,Psychiatric,Injection,5mg/mL,30962-168-29,LOT184644,Roche,Pharmacy Main,1303,248,1240,3472,0.17,221.51,2027-01-23,1800723411018893236,274,5,False,False
RX08708,Escitalopram 80mg,Psychiatric,Oral Solution,10mg/mL,12252-146-97,LOT505073,Sanofi,ICU Satellite,3934,205,1230,2870,0.75,2950.5,2027-09-20,1821459411018893236,514,19,False,False
RX08709,Fluoxetine 80mg,Psychiatric,IV Bag,40mg,76273-703-66,LOT731322,GlaxoSmithKline,ER Satellite,166,11,55,154,0.94,156.04,2028-06-23,1845392211018893236,791,15,False,False
RX08710,Quetiapine 80mg,Psychiatric,Patch,80mg,70505-476-65,LOT878029,AstraZeneca,OR Satellite,3777,202,1212,2828,3.84,14503.68,2027-07-02,1814547411018893236,434,18,False,False
RX08711,Haloperidol 80mg,Psychiatric,Inhaler,200mg,87371-977-49,LOT487910,Eli Lilly,Oncology Satellite,4862,192,2496,2688,0.36,1750.32,2026-06-23,1782233811018893236,60,25,False,False
RX08712,Lorazepam 80mg,CNS,Suspension,400mg,45714-862-10,LOT302414,Amgen,Pediatrics Satellite,122,37,185,518,1.85,225.7,2028-05-09,1841504211018893236,746,3,True,False
RX08713,Diazepam 80mg,CNS,Tablet,25mg,35339-342-12,LOT722038,Gilead Sciences,Pharmacy Main,1073,128,1536,1792,2.17,2328.41,2027-01-10,1799600211018893236,261,8,True,False
RX08714,Midazolam 80mg,CNS,Capsule,50mg,27712-942-57,LOT439457,Baxter,ICU Satellite,1308,133,1064,1862,6.0,7848.0,2026-08-16,1786899411018893236,114,9,False,False
RX08715,Phenytoin 80mg,CNS,Injection,100mg,76783-449-19,LOT371849,Fresenius Kabi,ER Satellite,2893,76,532,1064,0.79,2285.47,2028-06-15,1844701011018893236,783,38,False,False
RX08716,Levetiracetam 80mg,CNS,Oral Solution,250mg,56022-422-77,LOT911803,Hospira,OR Satellite,385,25,225,350,3.22,1239.7,2028-04-02,1838307411018893236,709,15,False,False
RX08717,Gabapentin 80mg,CNS,IV Bag,500mg,95514-318-11,LOT464680,Mylan,Oncology Satellite,240,112,672,1568,0.46,110.4,2028-03-31,1838134611018893236,707,2,True,False
RX08718,Propofol 80mg,Anesthesia,Patch,1000mg,20210-226-95,LOT788108,Teva,Pediatrics Satellite,826,111,1443,1554,9.55,7888.3,2028-09-17,1852822611018893236,877,7,True,False
RX08719,Ketamine 80mg,Anesthesia,Inhaler,5mg/mL,65106-580-98,LOT750601,Sandoz,Pharmacy Main,2017,181,905,2534,13.45,27128.65,2026-10-07,1791392211018893236,166,11,False,False
RX08720,Succinylcholine 80mg,Anesthesia,Suspension,10mg/mL,58553-843-90,LOT284466,Hikma,ICU Satellite,184,15,210,210,19.12,3518.08,2026-07-15,1784134611018893236,82,12,True,False
RX08721,Methotrexate 80mg,Oncology,Tablet,40mg,86783-130-83,LOT675955,Pfizer,ER Satellite,312,191,764,2674,17.27,5388.24,2026-05-27,1779901011018893236,33,1,True,False
RX08722,Doxorubicin 80mg,Oncology,Capsule,80mg,37952-324-36,LOT148977,Johnson & Johnson,OR Satellite,200,57,627,798,196.19,39238.0,2027-07-16,1815757011018893236,448,3,True,False
RX08723,Paclitaxel 80mg,Oncology,Injection,200mg,95087-719-20,LOT760890,Merck,Oncology Satellite,6742,155,620,2170,296.83,2001227.86,2026-09-18,1789750611018893236,147,43,False,False
RX08724,Acyclovir 80mg,Antiviral,Oral Solution,400mg,31197-118-75,LOT260695,AbbVie,Pediatrics Satellite,4606,167,1503,2338,7.5,34545.0,2028-06-28,1845824211018893236,796,27,False,False
RX08725,Oseltamivir 80mg,Antiviral,IV Bag,25mg,76383-751-25,LOT672103,Bristol-Myers Squibb,Pharmacy Main,3334,145,1885,2030,21.6,72014.4,2028-10-06,1854464211018893236,896,22,False,False
RX08726,Remdesivir 80mg,Antiviral,Patch,50mg,94449-926-76,LOT542140,Novartis,ICU Satellite,241,32,192,448,454.24,109471.84,2028-04-30,1840726611018893236,737,7,False,False
RX08727,Tacrolimus 80mg,Immunosuppressant,Inhaler,100mg,11096-471-79,LOT650144,Roche,ER Satellite,508,47,376,658,68.84,34970.72,2027-08-09,1817830611018893236,472,10,False,False
RX08728,Mycophenolate 80mg,Immunosuppressant,Suspension,250mg,75568-137-68,LOT527667,Sanofi,OR Satellite,3981,200,2600,2800,9.71,38655.51,2028-06-26,1845651411018893236,794,19,False,False
RX08729,Calcium Carbonate 80mg,Supplement,Tablet,500mg,64883-367-44,LOT266206,GlaxoSmithKline,Oncology Satellite,4660,144,432,2016,0.1,466.0,2026-09-08,1788886611018893236,137,32,False,False
RX08730,Vitamin D3 80mg,Supplement,Capsule,1000mg,93064-838-58,LOT384994,AstraZeneca,Pediatrics Satellite,2687,239,1912,3346,0.34,913.58,2027-10-19,1823965011018893236,543,11,False,False
RX08731,Iron Sulfate 80mg,Supplement,Injection,5mg/mL,86515-290-97,LOT910025,Eli Lilly,Pharmacy Main,115,133,1862,1862,0.38,43.7,2028-03-21,1837270611018893236,697,0,True,False
RX08732,Folic Acid 80mg,Supplement,Oral Solution,10mg/mL,73513-481-42,LOT251940,Amgen,ICU Satellite,450,122,610,1708,0.03,13.5,2027-10-21,1824137811018893236,545,3,True,False
RX08733,Potassium Chloride 80mg,Electrolyte,IV Bag,40mg,21880-408-69,LOT505658,Gilead Sciences,ER Satellite,1079,205,2255,2870,0.71,766.09,2027-10-27,1824656211018893236,551,5,True,False
RX08734,Sodium Bicarbonate 80mg,Electrolyte,Patch,80mg,94862-789-87,LOT891039,Baxter,OR Satellite,4506,140,840,1960,0.69,3109.14,2028-07-01,1846083411018893236,799,32,False,False
RX08735,Magnesium Sulfate 80mg,Electrolyte,Inhaler,200mg,59176-526-96,LOT650305,Fresenius Kabi,Oncology Satellite,637,29,261,406,1.58,1006.46,2027-03-10,1804697811018893236,320,21,False,False
RX08736,Normal Saline 0.9% 80mg,IV Fluid,Suspension,400mg,45543-651-42,LOT456918,Hospira,Pediatrics Satellite,559,186,558,2604,1.84,1028.56,2028-05-16,1842109011018893236,753,3,False,False
RX08737,Lactated Ringer's 80mg,IV Fluid,Tablet,25mg,34678-767-32,LOT536829,Mylan,Pharmacy Main,2657,248,1488,3472,3.27,8688.39,2027-05-15,1810400211018893236,386,10,False,False
RX08738,Dextrose 5% 80mg,IV Fluid,Capsule,50mg,76426-785-19,LOT175161,Teva,ICU Satellite,266,50,400,700,2.95,784.7,2028-02-06,1833469011018893236,653,5,True,False
RX08739,Albumin 25% 80mg,IV Fluid,Injection,100mg,21387-820-47,LOT420767,Sandoz,ER Satellite,2943,237,2844,3318,210.55,619648.65,2027-03-31,1806512211018893236,341,12,False,False
RX08740,Aspirin 80mg,Analgesic,Oral Solution,250mg,86717-160-77,LOT827341,Hikma,OR Satellite,3186,170,1360,2380,0.21,669.06,2027-08-23,1819040211018893236,486,18,False,False
RX08741,Naproxen 80mg,Analgesic,IV Bag,500mg,60350-219-22,LOT369311,Pfizer,Oncology Satellite,1927,157,628,2198,0.48,924.96,2026-04-29,1777481811018893236,5,12,False,False
RX08742,Celecoxib 80mg,Analgesic,Patch,1000mg,93946-447-85,LOT538089,Johnson & Johnson,Pediatrics Satellite,180,224,1120,3136,1.25,225.0,2028-01-13,1831395411018893236,629,0,True,False
RX08743,Amoxicillin 200mg,Antibiotic,Inhaler,5mg/mL,32757-282-85,LOT919607,Merck,Pharmacy Main,44,4,44,56,2.16,95.04,2027-02-15,1802710611018893236,297,11,True,False
RX08744,Azithromycin 200mg,Antibiotic,Suspension,10mg/mL,38111-545-12,LOT940845,AbbVie,ICU Satellite,187,207,2484,2898,2.06,385.22,2028-01-26,1832518611018893236,642,0,True,False
RX08745,Ciprofloxacin 200mg,Antibiotic,Tablet,40mg,79968-773-99,LOT847809,Bristol-Myers Squibb,ER Satellite,2187,190,2090,2660,3.94,8616.78,2028-06-18,1844960211018893236,786,11,False,False
RX08746,Doxycycline 200mg,Antibiotic,Capsule,80mg,52352-550-50,LOT562620,Novartis,OR Satellite,543,175,1925,2450,0.99,537.57,2026-06-29,1782752211018893236,66,3,True,False
RX08747,Vancomycin 200mg,Antibiotic,Injection,200mg,66836-712-99,LOT812252,Roche,Oncology Satellite,532,105,945,1470,15.9,8458.8,2028-01-06,1830790611018893236,622,5,True,False
RX08748,Meropenem 200mg,Antibiotic,Oral Solution,400mg,40675-763-16,LOT331474,Sanofi,Pediatrics Satellite,9,5,55,70,57.81,520.29,2027-10-25,1824483411018893236,549,1,True,False
RX08749,Piperacillin-Tazobactam 200mg,Antibiotic,IV Bag,25mg,70968-579-45,LOT544361,GlaxoSmithKline,Pharmacy Main,2522,110,1540,1540,48.64,122670.08,2028-08-07,1849280211018893236,836,22,False,False
RX08750,Metronidazole 200mg,Antibiotic,Patch,50mg,84269-823-97,LOT578664,AstraZeneca,ICU Satellite,880,114,684,1596,2.82,2481.6,2027-01-08,1799427411018893236,259,7,False,False
RX08751,Clindamycin 200mg,Antibiotic,Inhaler,100mg,98096-941-35,LOT316635,Eli Lilly,ER Satellite,173,15,120,210,1.69,292.37,2028-05-26,1842973011018893236,763,11,False,False
RX08752,Trimethoprim-Sulfamethoxazole 200mg,Antibiotic,Suspension,250mg,71594-842-27,LOT817527,Amgen,OR Satellite,465,51,714,714,1.97,916.05,2026-06-09,1781024211018893236,46,9,True,False
RX08753,Metformin 200mg,Antidiabetic,Tablet,500mg,75665-618-55,LOT345775,Gilead Sciences,Oncology Satellite,2549,126,1134,1764,0.22,560.78,2028-02-20,1834678611018893236,667,20,False,False
RX08754,Insulin Glargine 200mg,Antidiabetic,Capsule,1000mg,98934-149-25,LOT447799,Baxter,Pediatrics Satellite,82,192,960,2688,109.96,9016.72,2027-04-14,1807721811018893236,355,0,True,False
RX08755,Insulin Lispro 200mg,Antidiabetic,Injection,5mg/mL,32180-313-20,LOT148218,Fresenius Kabi,Pharmacy Main,2620,192,960,2688,40.27,105507.4,2027-04-04,1806857811018893236,345,13,False,False
RX08756,Glipizide 200mg,Antidiabetic,Oral Solution,10mg/mL,81829-388-63,LOT247885,Hospira,ICU Satellite,2756,115,1150,1610,0.67,1846.52,2027-07-08,1815065811018893236,440,23,False,False
RX08757,Sitagliptin 200mg,Antidiabetic,IV Bag,40mg,21495-192-76,LOT539890,Mylan,ER Satellite,761,249,1743,3486,8.5,6468.5,2026-07-25,1784998611018893236,92,3,True,False
RX08758,Empagliflozin 200mg,Antidiabetic,Patch,80mg,49768-147-20,LOT918375,Teva,OR Satellite,708,102,1020,1428,27.17,19236.36,2026-08-25,1787677011018893236,123,6,True,False
RX08759,Lisinopril 200mg,Antihypertensive,Inhaler,200mg,67648-840-42,LOT213321,Sandoz,Oncology Satellite,752,132,924,1848,0.29,218.08,2027-10-09,1823101011018893236,533,5,True,False
RX08760,Amlodipine 200mg,Antihypertensive,Suspension,400mg,70708-181-92,LOT473105,Hikma,Pediatrics Satellite,841,142,1562,1988,0.79,664.39,2028-02-13,1834073811018893236,660,5,True,False
RX08761,Losartan 200mg,Antihypertensive,Tablet,25mg,32221-857-78,LOT687574,Pfizer,Pharmacy Main,792,246,984,3444,0.4,316.8,2027-11-04,1825347411018893236,559,3,True,False
RX08762,Metoprolol 200mg,Antihypertensive,Capsule,50mg,37515-914-86,LOT375927,Johnson & Johnson,ICU Satellite,1912,197,1773,2758,0.2,382.4,2028-02-23,1834937811018893236,670,9,False,False
RX08763,Carvedilol 200mg,Antihypertensive,Injection,100mg,79294-511-91,LOT663474,Merck,ER Satellite,760,112,1120,1568,0.29,220.4,2028-03-30,1838048211018893236,706,6,True,False
RX08764,Hydralazine 200mg,Antihypertensive,Oral Solution,250mg,71163-392-52,LOT583237,AbbVie,OR Satellite,1299,196,1372,2744,1.94,2520.06,2027-07-06,1814893011018893236,438,6,True,False
RX08765,Atorvastatin 200mg,Lipid-lowering,IV Bag,500mg,98372-861-68,LOT724389,Bristol-Myers Squibb,Oncology Satellite,457,30,150,420,0.32,146.24,2027-06-12,1812819411018893236,414,15,False,False
RX08766,Rosuvastatin 200mg,Lipid-lowering,Patch,1000mg,80769-126-66,LOT177704,Novartis,Pediatrics Satellite,507,238,3332,3332,1.25,633.75,2028-01-05,1830704211018893236,621,2,True,False
RX08767,Simvastatin 200mg,Lipid-lowering,Inhaler,5mg/mL,99613-248-23,LOT447658,Roche,Pharmacy Main,194,34,306,476,0.44,85.36,2027-06-06,1812301011018893236,408,5,True,False
RX08768,Omeprazole 200mg,GI,Suspension,10mg/mL,42136-703-97,LOT720344,Sanofi,ICU Satellite,1633,92,460,1288,0.3,489.9,2028-07-07,1846601811018893236,805,17,False,False
RX08769,Pantoprazole 200mg,GI,Tablet,40mg,23499-356-99,LOT452555,GlaxoSmithKline,ER Satellite,2719,117,1638,1638,0.41,1114.79,2026-03-30,1774889811018893236,-25,23,False,True
RX08770,Ondansetron 200mg,GI,Capsule,80mg,35514-254-41,LOT485750,AstraZeneca,OR Satellite,6777,236,944,3304,1.88,12740.76,2026-10-17,1792256211018893236,176,28,False,False
RX08771,Metoclopramide 200mg,GI,Injection,200mg,69985-562-51,LOT894296,Eli Lilly,Oncology Satellite,408,146,876,2044,1.35,550.8,2026-07-18,1784393811018893236,85,2,True,False
RX08772,Famotidine 200mg,GI,Oral Solution,400mg,12040-389-29,LOT171133,Amgen,Pediatrics Satellite,1473,88,968,1232,0.27,397.71,2026-12-27,1798390611018893236,247,16,False,False
RX08773,Morphine 200mg,Analgesic,IV Bag,25mg,78132-630-52,LOT581412,Gilead Sciences,Pharmacy Main,611,208,2496,2912,5.13,3134.43,2027-07-20,1816102611018893236,452,2,True,False
RX08774,Oxycodone 200mg,Analgesic,Patch,50mg,64753-775-59,LOT820525,Baxter,ICU Satellite,35,106,1378,1484,2.91,101.85,2027-10-16,1823705811018893236,540,0,True,False
RX08775,Hydrocodone 200mg,Analgesic,Inhaler,100mg,74672-650-96,LOT304141,Fresenius Kabi,ER Satellite,1676,115,1380,1610,3.86,6469.36,2027-10-10,1823187411018893236,534,14,False,False
RX08776,Tramadol 200mg,Analgesic,Suspension,250mg,86227-631-86,LOT143554,Hospira,OR Satellite,262,101,1414,1414,3.19,835.78,2028-07-29,1848502611018893236,827,2,True,False
RX08777,Fentanyl 200mg,Analgesic,Tablet,500mg,88539-744-33,LOT952661,Mylan,Oncology Satellite,3988,184,2576,2576,28.39,113219.32,2028-02-04,1833296211018893236,651,21,False,False
RX08778,Ketorolac 200mg,Analgesic,Capsule,1000mg,40739-816-41,LOT645606,Teva,Pediatrics Satellite,168,6,84,84,2.29,384.72,2027-10-21,1824137811018893236,545,28,False,False
RX08779,Ibuprofen 200mg,Analgesic,Injection,5mg/mL,46762-105-74,LOT879347,Sandoz,Pharmacy Main,6,20,120,280,0.45,2.7,2027-04-27,1808845011018893236,368,0,True,False
RX08780,Acetaminophen 200mg,Analgesic,Oral Solution,10mg/mL,59609-367-60,LOT605203,Hikma,ICU Satellite,312,50,400,700,0.28,87.36,2028-05-27,1843059411018893236,764,6,True,False
RX08781,Naloxone 200mg,Emergency,IV Bag,40mg,33336-248-92,LOT870786,Pfizer,ER Satellite,658,75,675,1050,135.07,88876.06,2028-02-15,1834246611018893236,662,8,True,False
RX08782,Epinephrine 200mg,Emergency,Patch,80mg,78468-985-76,LOT970147,Johnson & Johnson,OR Satellite,187,86,602,1204,39.83,7448.21,2028-01-03,1830531411018893236,619,2,True,False
RX08783,Atropine 200mg,Emergency,Inhaler,200mg,11508-870-57,LOT706204,Merck,Oncology Satellite,2051,171,1881,2394,21.74,44588.74,2028-07-19,1847638611018893236,817,11,False,False
RX08784,Adenosine 200mg,Emergency,Suspension,400mg,26725-645-82,LOT871361,AbbVie,Pediatrics Satellite,981,86,602,1204,10.26,10065.06,2026-09-11,1789145811018893236,140,11,False,False
RX08785,Amiodarone 200mg,Cardiac,Tablet,25mg,22330-403-32,LOT992120,Bristol-Myers Squibb,Pharmacy Main,311,40,240,560,22.49,6994.39,2028-01-16,1831654611018893236,632,7,False,False
RX08786,Digoxin 200mg,Cardiac,Capsule,50mg,17882-907-25,LOT357861,Novartis,ICU Satellite,788,183,2379,2562,3.47,2734.36,2027-08-07,1817657811018893236,470,4,True,False
RX08787,Furosemide 200mg,Cardiac,Injection,100mg,30566-648-80,LOT410658,Roche,ER Satellite,7094,235,1175,3290,0.4,2837.6,2028-01-14,1831481811018893236,630,30,False,False
RX08788,Warfarin 200mg,Anticoagulant,Oral Solution,250mg,74447-328-77,LOT820483,Sanofi,OR Satellite,825,213,2556,2982,0.72,594.0,2028-05-06,1841245011018893236,743,3,True,False
RX08789,Heparin 200mg,Anticoagulant,IV Bag,500mg,24300-280-29,LOT112491,GlaxoSmithKline,Oncology Satellite,1914,229,2977,3206,6.09,11656.26,2027-06-29,1814288211018893236,431,8,True,False
RX08790,Enoxaparin 200mg,Anticoagulant,Patch,1000mg,81233-748-16,LOT445991,AstraZeneca,Pediatrics Satellite,175,126,1008,1764,26.25,4593.75,2028-06-02,1843577811018893236,770,1,True,False
RX08791,Clopidogrel 200mg,Anticoagulant,Inhaler,5mg/mL,95449-136-39,LOT276954,Eli Lilly,Pharmacy Main,90,100,500,1400,2.2,198.0,2026-08-10,1786381011018893236,108,0,True,False
RX08792,Apixaban 200mg,Anticoagulant,Suspension,10mg/mL,80054-997-12,LOT162460,Amgen,ICU Satellite,484,166,2324,2324,16.68,8073.12,2028-08-03,1848934611018893236,832,2,True,False
RX08793,Levothyroxine 200mg,Hormone,Tablet,40mg,46406-251-83,LOT960845,Gilead Sciences,ER Satellite,1264,101,303,1414,0.86,1087.04,2027-11-30,1827593811018893236,585,12,False,False
RX08794,Prednisone 200mg,Steroid,Capsule,80mg,92221-700-34,LOT283775,Baxter,OR Satellite,1483,61,488,854,0.11,163.13,2027-03-20,1805561811018893236,330,24,False,False
RX08795,Methylprednisolone 200mg,Steroid,Injection,200mg,27483-773-26,LOT940178,Fresenius Kabi,Oncology Satellite,38,201,2814,2814,9.17,348.46,2028-03-03,1835715411018893236,679,0,True,False
RX08796,Dexamethasone 200mg,Steroid,Oral Solution,400mg,25880-325-15,LOT758567,Hospira,Pediatrics Satellite,2190,228,2964,3192,3.73,8168.7,2028-05-23,1842713811018893236,760,9,True,False
RX08797,Albuterol 200mg,Pulmonary,IV Bag,25mg,73685-156-45,LOT227081,Mylan,Pharmacy Main,0,100,1100,1400,2.45,0.0,2027-03-24,1805907411018893236,334,0,True,False
RX08798,Ipratropium 200mg,Pulmonary,Patch,50mg,60083-380-22,LOT492824,Teva,ICU Satellite,1669,150,1050,2100,6.71,11198.99,2026-03-11,1773248211018893236,-44,11,False,True
RX08799,Budesonide 200mg,Pulmonary,Inhaler,100mg,32301-394-24,LOT335247,Sandoz,ER Satellite,1820,217,868,3038,5.32,9682.4,2027-08-13,1818176211018893236,476,8,False,False
RX08800,Sertraline 200mg,Psychiatric,Suspension,250mg,42074-283-34,LOT875391,Hikma,OR Satellite,1526,173,519,2422,0.13,198.38,2026-05-28,1779987411018893236,34,8,False,False
RX08801,Escitalopram 200mg,Psychiatric,Tablet,500mg,27792-833-79,LOT429981,Pfizer,Oncology Satellite,111,42,504,588,1.0,111.0,2027-10-22,1824224211018893236,546,2,True,False
RX08802,Fluoxetine 200mg,Psychiatric,Capsule,1000mg,51542-137-32,LOT244180,Johnson & Johnson,Pediatrics Satellite,1972,239,1673,3346,0.54,1064.88,2026-09-17,1789664211018893236,146,8,False,False
RX08803,Quetiapine 200mg,Psychiatric,Injection,5mg/mL,21061-714-84,LOT455951,Merck,Pharmacy Main,86,27,243,378,0.92,79.12,2028-07-25,1848157011018893236,823,3,True,False
RX08804,Haloperidol 200mg,Psychiatric,Oral Solution,10mg/mL,75851-756-48,LOT794522,AbbVie,ICU Satellite,94,59,177,826,1.95,183.3,2027-02-09,1802192211018893236,291,1,True,False
RX08805,Lorazepam 200mg,CNS,IV Bag,40mg,95584-985-41,LOT766828,Bristol-Myers Squibb,ER Satellite,2711,204,2244,2856,3.69,10003.59,2026-06-08,1780937811018893236,45,13,False,False
RX08806,Diazepam 200mg,CNS,Patch,80mg,26012-739-83,LOT591072,Novartis,OR Satellite,728,84,1092,1176,2.05,1492.4,2027-12-03,1827853011018893236,588,8,True,False
RX08807,Midazolam 200mg,CNS,Inhaler,200mg,12824-780-23,LOT723469,Roche,Oncology Satellite,8803,243,972,3402,3.85,33891.55,2027-07-20,1816102611018893236,452,36,False,False
RX08808,Phenytoin 200mg,CNS,Suspension,400mg,37394-849-24,LOT953396,Sanofi,Pediatrics Satellite,1680,210,840,2940,1.26,2116.8,2027-03-01,1803920211018893236,311,8,False,False
RX08809,Levetiracetam 200mg,CNS,Tablet,25mg,10161-408-96,LOT953146,GlaxoSmithKline,Pharmacy Main,212,113,452,1582,3.99,845.88,2028-01-22,1832173011018893236,638,1,True,False
RX08810,Gabapentin 200mg,CNS,Capsule,50mg,55604-489-28,LOT779111,AstraZeneca,ICU Satellite,1123,145,435,2030,0.58,651.34,2027-04-30,1809104211018893236,371,7,False,False
RX08811,Propofol 200mg,Anesthesia,Injection,100mg,92821-280-73,LOT299718,Eli Lilly,ER Satellite,644,162,486,2268,15.94,10265.36,2027-11-30,1827593811018893236,585,3,False,False
RX08812,Ketamine 200mg,Anesthesia,Oral Solution,250mg,36814-724-68,LOT237167,Amgen,OR Satellite,594,112,1456,1568,13.02,7733.88,2028-02-14,1834160211018893236,661,5,True,False
RX08813,Succinylcholine 200mg,Anesthesia,IV Bag,500mg,51340-487-54,LOT532032,Gilead Sciences,Oncology Satellite,1034,97,291,1358,19.98,20659.32,2028-04-09,1838912211018893236,716,10,False,False
RX08814,Methotrexate 200mg,Oncology,Patch,1000mg,65789-555-19,LOT249258,Baxter,Pediatrics Satellite,5069,178,2492,2492,71.62,363041.78,2026-06-14,1781456211018893236,51,28,False,False
RX08815,Doxorubicin 200mg,Oncology,Inhaler,5mg/mL,39921-122-54,LOT704528,Fresenius Kabi,Pharmacy Main,2545,120,840,1680,54.73,139287.85,2028-03-01,1835542611018893236,677,21,False,False
RX08816,Paclitaxel 200mg,Oncology,Suspension,10mg/mL,31637-416-90,LOT711641,Hospira,ICU Satellite,657,117,702,1638,352.42,231539.94,2026-11-19,1795107411018893236,209,5,True,False
RX08817,Acyclovir 200mg,Antiviral,Tablet,40mg,82895-535-80,LOT634323,Mylan,ER Satellite,469,118,1534,1652,1.11,520.59,2026-09-28,1790614611018893236,157,3,True,False
RX08818,Oseltamivir 200mg,Antiviral,Capsule,80mg,17961-828-96,LOT243103,Teva,OR Satellite,3579,122,488,1708,9.57,34251.03,2027-10-19,1823965011018893236,543,29,False,False
RX08819,Remdesivir 200mg,Antiviral,Injection,200mg,45140-114-28,LOT522952,Sandoz,Oncology Satellite,2224,211,2954,2954,431.13,958833.12,2027-02-25,1803574611018893236,307,10,True,False
